WORD;POST_PROB_5;NUM_1_REVIEWS;NUM_5_REVIEWS
lug;1;0;2
lumbar;1;0;1
lump;1;0;2
lumpy;0;1;0
lunch;0.528301886792453;25;28
luncheon;1;0;1
luncheons;1;0;1
lunches;1;0;2
lunchtime;1;0;1
lung;0;1;0
lunge;1;0;1
lure;0;1;0
lured;0;1;0
lurks;0;1;0
lush;1;0;1
luxurious;1;0;6
luxury;0.966666666666667;1;29
lying;0.375;5;3
lyrics;1;0;1
mac;0.8;5;20
machine;0.48936170212766;24;23
machines;0.954545454545455;2;42
macs;1;0;1
mad;0.1875;13;3
made;0.882793017456359;141;1062
maestros;1;0;2
mag;1;0;1
magazine;1;0;2
magazines;1;0;2
maggots;1;0;1
magic;1;0;31
magical;1;0;5
magically;0;1;0
magician;1;0;2
magnet;0.818181818181818;2;9
magnetic;0;1;0
magnetize;1;0;1
magnets;0.75;1;3
magnificent;1;0;15
magnum;0;1;0
maid;0.947368421052632;1;18
maids;0.888888888888889;1;8
mail;0.134615384615385;45;7
mailbox;0.25;3;1
mailed;0;2;0
mailing;0.5;1;1
mailman;0;1;0
mails;0;2;0
maimed;1;0;1
mainland;0;1;0
maintain;0.958333333333333;1;23
maintainable;1;0;1
maintained;0.930232558139535;3;40
maintaining;1;0;18
maintains;1;0;3
maintenance;0.850393700787402;19;108
major;0.862068965517241;8;50
majority;1;0;2
make;0.82032667876588;198;904
makeover;1;0;2
maker;0.857142857142857;1;6
makers;0;2;0
makes;0.90032154340836;31;280
makeup;0.931818181818182;3;41
making;0.847682119205298;46;256
male;0.619047619047619;8;13
malformation;1;0;2
malfunction;1;0;1
malfunctioned;1;0;2
malfunctioning;0;2;0
malice;0;1;0
malicious;0;1;0
mall;0.777777777777778;2;7
malls;1;0;1
malpractice;0;1;0
mama;0.8;1;4
mamas;0;1;0
manage;0.724137931034483;16;42
manageable;1;0;7
managed;0.735294117647059;9;25
management;0.609375;75;117
managements;0.333333333333333;4;2
manager;0.647331786542923;152;279
managers;0.676470588235294;11;23
manages;0.777777777777778;2;7
managing;0.8125;3;13
mandarin;1;0;1
mandate;0;1;0
mandates;0;1;0
mandatory;0;1;0
maneuver;0.8;1;4
maneuverable;1;0;1
maneuvering;1;0;1
manger;0.545454545454545;5;6
mango;1;0;5
manicure;0.888888888888889;2;16
manicures;1;0;3
manicurist;1;0;7
manifest;1;0;1
manikins;1;0;1
manipulate;0;1;0
manipulation;0;1;0
manner;0.947368421052632;10;180
mannered;0.75;3;9
mannerisms;1;0;2
mannerly;1;0;2
manners;0.833333333333333;4;20
manor;1;0;4
manors;1;0;1
mans;0.5;4;4
manual;1;0;3
manually;0.5;1;1
manufacture;0;1;0
manufactured;1;0;2
manufacturer;0.625;3;5
manufacturers;1;0;2
manufacturing;1;0;2
map;1;0;1
mapped;1;0;2
mapping;1;0;3
maps;0.722222222222222;5;13
marble;1;0;8
march;0.428571428571429;12;9
marching;1;0;1
mare;1;0;1
margin;0;1;0
marginal;0.5;1;1
maria;1;0;18
mariachi;1;0;1
marijuana;0;1;0
marina;1;0;2
marinated;0;1;0
marine;1;0;2
marital;1;0;1
mark;0.82051282051282;7;32
marked;0.777777777777778;2;7
marker;0.166666666666667;5;1
market;0.945454545454545;3;52
marketing;0.5;4;4
markets;1;0;4
marking;1;0;1
marks;1;0;17
markup;1;0;2
markups;0;1;0
marriage;0.5;1;1
married;1;0;5
marrying;1;0;1
marsh;0.5;1;1
martial;1;0;60
martin;1;0;5
marts;0;1;0
marvelous;0.857142857142857;1;6
mash;0;2;0
mashed;0.5;1;1
mask;0.620689655172414;11;18
masks;0.473684210526316;10;9
mason;0.846153846153846;2;11
masonic;1;0;5
masonry;1;0;1
masons;1;0;5
masquerade;1;0;1
mass;0.5;2;2
massacre;0;1;0
massacres;0;1;0
massage;0.89344262295082;13;109
massages;1;0;24
massaging;1;0;3
masseurs;1;0;1
masseuse;1;0;3
massive;0.875;1;7
master;0.979452054794521;3;143
mastered;1;0;3
masterful;1;0;1
masterpiece;1;0;4
masterpieces;1;0;1
masters;0.977777777777778;1;44
mastery;1;0;2
match;0.818181818181818;4;18
matchbox;1;0;1
matched;0.875;1;7
matches;1;0;4
matching;0.75;1;3
mate;1;0;2
material;0.826086956521739;4;19
materials;0.894736842105263;4;34
maternity;0.6;2;3
maters;1;0;1
math;0.5;4;4
mats;0.666666666666667;1;2
matter;0.770491803278689;28;94
mattered;0.4;3;2
matters;0.85;3;17
matting;1;0;1
mattress;0.375;10;6
mattresses;0;2;0
mature;0.8;1;4
matured;1;0;1
maturity;1;0;1
maverick;1;0;1
max;0.714285714285714;4;10
maxed;1;0;1
maxima;1;0;1
maximize;1;0;8
maximizing;0.25;3;1
maximum;0.8;1;4
mayhem;1;0;1
mayo;1;0;1
me;0;1;0
meadows;1;0;2
meal;0.75;7;21
meals;0.8;1;4
meaning;0.777777777777778;2;7
meaningful;1;0;4
means;0.8125;6;26
meant;0.842105263157895;3;16
meantime;0.25;3;1
measly;0;1;0
measure;1;0;4
measured;0.75;1;3
measurement;0.75;1;3
measurements;0.6;4;6
measures;0.909090909090909;1;10
measuring;1;0;4
meat;0.5;11;11
meatballs;1;0;3
meatloaf;0;1;0
meats;1;0;2
mechanic;0.828125;11;53
mechanical;1;0;1
mechanics;1;0;21
mechanism;1;0;1
medal;1;0;2
medals;1;0;2
media;0.3;7;3
mediation;0;1;0
mediator;0;1;0
medic;0.714285714285714;2;5
medicaid;0.6;2;3
medical;0.691176470588235;42;94
medically;1;0;2
medicare;0.769230769230769;3;10
medicated;0.5;1;1
medication;0.39344262295082;37;24
medications;0.4;6;4
medicine;0.606060606060606;13;20
medicines;1;0;2
mediocre;0.571428571428571;3;4
meditating;1;0;1
meditation;1;0;6
medium;0.5;1;1
meet;0.955752212389381;5;108
meeting;0.885714285714286;8;62
meetings;0.923076923076923;1;12
meets;1;0;4
mega;0;1;0
mellow;1;0;1
melt;1;0;3
melted;1;0;1
melting;1;0;1
melts;1;0;3
member;0.824175824175824;16;75
members;0.9;9;81
membership;0.838709677419355;5;26
memberships;1;0;2
meme;1;0;2
memorabilia;1;0;1
memorable;1;0;8
memorial;0.8;6;24
memories;0.833333333333333;2;10
memorized;1;0;1
memory;1;0;15
menace;0;1;0
meningitis;1;0;2
meniscus;1;0;2
mental;0.692307692307692;4;9
mentality;1;0;1
mentally;1;0;8
mention;0.755813953488372;21;65
mentioned;0.416666666666667;21;15
mentioning;0.25;3;1
mentor;1;0;2
mentoring;0;1;0
mentors;1;0;2
menu;0.740740740740741;7;20
menus;0;1;0
meow;1;0;1
merchandise;0.615384615384615;5;8
merchant;1;0;1
mercury;1;0;1
mercy;0;1;0
merit;1;0;1
mermaid;1;0;1
mermaids;1;0;1
merry;0.875;1;7
mesas;1;0;1
mess;0.8125;9;39
message;0.426229508196721;35;26
messaged;1;0;6
messages;0.375;25;15
messed;0.458333333333333;13;11
messenger;0;2;0
messes;1;0;1
messing;1;0;2
messy;0;2;0
metabolic;0;2;0
metal;0.777777777777778;2;7
metaphysical;1;0;1
metatarsal;1;0;1
meter;1;0;5
meth;0;1;0
methanol;1;0;1
method;1;0;3
methodical;1;0;3
methods;1;0;4
meticulous;1;0;25
meticulously;1;0;2
metro;1;0;7
mgr;1;0;4
mice;1;0;2
mickey;1;0;2
micro;0.5;1;1
microwave;0.357142857142857;9;5
microwaved;0;1;0
mics;0;1;0
mid;0.8;2;8
middle;0.807017543859649;11;46
midget;0;1;0
midland;0.333333333333333;4;2
midnight;0.5;2;2
midst;0;1;0
midtown;1;0;1
midway;0.333333333333333;4;2
midweek;0;1;0
midwife;0.8;1;4
migraine;1;0;2
migraines;1;0;8
mike;0.983739837398374;2;121
mikes;1;0;2
mildew;1;0;1
mildly;0;1;0
mile;0.928571428571429;5;65
mileage;1;0;2
miles;0.9;2;18
milestone;1;0;1
milestones;1;0;2
military;0.6;10;15
milk;0.555555555555556;4;5
milks;1;0;1
mill;1;0;1
miller;1;0;1
million;0.818181818181818;4;18
millionaire;0;1;0
millions;1;0;1
mimics;1;0;1
mind;0.8;30;120
minded;0.5;2;2
mindful;0.75;2;6
minding;0;1;0
minds;0.818181818181818;2;9
mindset;1;0;2
mineral;0;1;0
mines;1;0;1
mini;0.8;2;8
minimal;0.888888888888889;2;16
minimize;1;0;1
minimum;0.583333333333333;5;7
minister;1;0;4
ministers;1;0;1
ministry;1;0;3
minor;0.974358974358974;1;38
minuets;0.5;2;2
minus;0.166666666666667;5;1
minute;0.857142857142857;16;96
minutes;0.55;162;198
minuteswith;1;0;1
miracle;0.954545454545455;1;21
miraculous;1;0;1
miraculously;0.75;1;3
mire;1;0;1
mirror;0.8;2;8
mirrored;1;0;1
mirrors;1;0;5
misaligned;0.75;1;3
misalignment;1;0;1
misbehave;1;0;1
miscarriage;0.666666666666667;1;2
miscarrying;0.333333333333333;2;1
miscellaneous;1;0;1
miscommunication;0.571428571428571;3;4
misconception;1;0;2
misdeeds;0;1;0
misdemeanor;1;0;12
misdiagnose;0;1;0
misdiagnosed;0.111111111111111;8;1
misdiagnosis;0;1;0
miserable;0.333333333333333;2;1
misery;0;1;0
misfiring;1;0;1
mishap;0;1;0
mishaps;1;0;1
misinformation;1;0;1
misinformed;0;2;0
mislead;0;1;0
misleading;0;4;0
mismanagement;0;2;0
misrepresent;1;0;1
miss;0.968888888888889;7;218
missed;0.5;20;20
misses;0.333333333333333;2;1
missing;0.636363636363636;12;21
mission;0.9;1;9
missionaries;1;0;2
missions;1;0;1
mistake;0.295454545454545;31;13
mistaken;0.2;4;1
mistakenly;0;2;0
mistakes;0.666666666666667;7;14
mistaking;0;1;0
mister;1;0;17
mistreated;0;3;0
mistreating;0;1;0
mistreatment;0;1;0
mistrust;1;0;1
misty;1;0;2
misused;1;0;1
mitigate;0.333333333333333;2;1
mitigation;1;0;2
mix;0.882352941176471;2;15
mixed;0.888888888888889;1;8
mixture;1;0;2
mo;0.5;2;2
mobile;0.946428571428571;3;53
mobility;1;0;38
mobilized;1;0;2
mobs;1;0;1
mocha;1;0;2
mock;0.5;1;1
mocking;0;1;0
mockingbird;0;3;0
modality;1;0;1
model;0.857142857142857;3;18
modeling;1;0;2
models;0.666666666666667;2;4
moderate;1;0;3
modern;0.981132075471698;1;52
modernization;1;0;1
modes;0;1;0
modest;1;0;5
modification;1;0;1
modifications;1;0;3
modified;1;0;3
modify;1;0;2
mods;1;0;1
moist;1;0;1
moisture;1;0;8
molar;1;0;2
mold;0.555555555555556;4;5
molded;0;2;0
molding;1;0;1
molehill;1;0;1
moles;1;0;1
molly;0.666666666666667;1;2
mom;0.855769230769231;15;89
moment;0.840909090909091;14;74
moments;0.75;1;3
momentum;1;0;8
mommies;1;0;1
mommy;0;1;0
moms;0.9375;1;15
monarch;0;1;0
monetary;0.5;1;1
monetize;1;0;1
money;0.340229885057471;287;148
monitor;0.4;6;4
monitored;0.666666666666667;1;2
monitoring;0.857142857142857;1;6
monitors;1;0;2
mono;1;0;1
monocle;1;0;14
monogram;1;0;1
monogramming;1;0;2
monopolizing;1;0;1
monopoly;0;1;0
monoxide;1;0;1
monster;1;0;2
monsters;1;0;1
month;0.545454545454545;110;132
monthly;0.525;19;21
months;0.646112600536193;132;241
monument;1;0;1
mood;0.5;6;6
moody;0.5;1;1
moon;0.923076923076923;1;12
mopped;0;1;0
morality;0;1;0
morally;0;1;0
morals;0.5;1;1
moratorium;0;2;0
morning;0.68;56;119
mornings;1;0;9
morsel;1;0;1
mortar;0.5;1;1
mortgage;0.583333333333333;5;7
mortified;1;0;1
mos;0.333333333333333;2;1
mosquito;0.833333333333333;1;5
mosquitoes;1;0;5
moss;1;0;3
mossy;1;0;1
most;0;1;0
motel;0.666666666666667;1;2
mother;0.684931506849315;23;50
mothers;0.645161290322581;11;20
motion;1;0;5
motivate;1;0;3
motivated;1;0;15
motivates;1;0;1
motivating;0.958333333333333;1;23
motivation;0.866666666666667;2;13
motivational;1;0;1
motivator;1;0;1
motivators;1;0;2
motive;0.6;2;3
motives;0;1;0
motor;0.529411764705882;16;18
motorcycle;0.916666666666667;1;11
motorcycles;0.571428571428571;3;4
motorist;1;0;2
motors;0;2;0
motto;1;0;2
mound;1;0;14
mounds;1;0;1
mount;0.4;3;2
mountain;1;0;3
mounted;1;0;2
mounts;0;1;0
mouse;1;0;2
mousse;1;0;3
mouth;0.702702702702703;11;26
mouthpiece;0;1;0
mouths;0;1;0
move;0.768817204301075;43;143
moved;0.805785123966942;47;195
movement;0.888888888888889;1;8
movements;0;2;0
mover;1;0;1
movers;0.923076923076923;1;12
moves;1;0;3
movie;0.5;6;6
movies;1;0;3
moving;0.819672131147541;22;100
mow;1;0;2
mowed;0.6;2;3
mower;0.733333333333333;4;11
mowers;1;0;3
mozzarella;1;0;1
mph;1;0;2
ms;0.91907514450867;14;159
mud;1;0;1
mudflaps;1;0;1
mudroom;1;0;1
muffin;1;0;3
muffins;1;0;2
muffler;0;1;0
mufflers;0;2;0
muggy;1;0;1
mugs;1;0;1
mulch;1;0;2
multifamily;1;0;1
multiple;0.654929577464789;49;93
multiples;1;0;1
multiplying;1;0;1
multitask;1;0;1
multitasking;1;0;1
multitude;1;0;1
mum;1;0;3
mundane;1;0;2
mural;1;0;1
muscle;0.933333333333333;1;14
muscles;1;0;6
muscular;0;1;0
museum;0.9375;1;15
mush;0;1;0
mushroom;1;0;2
mushrooms;0;1;0
music;0.895522388059702;7;60
musician;1;0;1
musicians;1;0;1
mustang;1;0;3
musty;1;0;2
mute;0;1;0
mutton;1;0;4
mutual;0.666666666666667;1;2
myriad;1;0;1
mysteries;1;0;1
mysteriously;0;1;0
mystery;0.333333333333333;2;1
naan;0;2;0
nachos;0.5;1;1
nagging;0.666666666666667;1;2
nail;0.770992366412214;30;101
nailed;0.916666666666667;1;11
nails;0.724770642201835;60;158
naive;0;1;0
named;0.555555555555556;12;15
names;0.785714285714286;3;11
namesake;1;0;1
nap;1;0;2
napkins;0;1;0
napoleon;1;0;1
narcotic;0;1;0
narcotics;0.75;1;3
narrow;0.75;1;3
narrowed;1;0;2
narrowing;1;0;3
narrowly;1;0;1
nasal;0;1;0
nasty;0.315789473684211;13;6
nation;0.714285714285714;2;5
national;0.625;3;5
nationally;1;0;1
nationals;1;0;1
nationwide;1;0;1
native;1;0;4
natural;0.895833333333333;5;43
naturally;1;0;7
nature;1;0;18
nausea;1;0;1
nautical;0;1;0
naval;0;1;0
navigate;1;0;17
navigated;1;0;4
navigating;1;0;4
navy;0.285714285714286;5;2
nearby;0.85;3;17
nearest;0.666666666666667;1;2
nearing;0.6;2;3
neat;1;0;32
neatly;1;0;2
necessarily;0.5;3;3
necessitates;1;0;1
necessity;1;0;2
neck;0.957446808510638;2;45
necklace;0.25;3;1
nee;1;0;1
needed;0.831645569620253;133;657
needing;0.9;7;63
needle;0.333333333333333;2;1
needles;0.666666666666667;1;2
needless;0.458333333333333;13;11
needy;0.5;1;1
negative;0.457142857142857;38;32
negatively;0.666666666666667;1;2
negativity;1;0;1
neglect;0;2;0
neglected;0.571428571428571;3;4
neglectful;0;1;0
neglecting;0;1;0
negligence;0;3;0
negligent;0;2;0
negotiable;1;0;1
negotiate;1;0;3
negotiated;1;0;1
negotiating;1;0;8
negotiation;1;0;4
negotiations;0.666666666666667;1;2
neighbor;0.6;8;12
neighborhood;0.689655172413793;27;60
neighborhoods;1;0;1
neighbors;0.8;15;60
nelson;1;0;6
neon;0.25;3;1
nephew;1;0;3
nerd;1;0;3
nerdy;0.5;1;1
nerve;0.5;2;2
nerves;1;0;9
nervous;0.986301369863014;1;72
nervousness;1;0;3
nest;1;0;1
nesting;1;0;1
nestled;0;1;0
nests;1;0;1
net;1;0;1
network;0.666666666666667;3;6
networking;1;0;4
neurological;0;1;0
neurologist;0;1;0
neurosurgeon;1;0;2
neuter;0;1;0
neutered;1;0;1
newbie;1;0;2
newbies;1;0;2
newborn;0.7;3;7
newborns;1;0;1
newer;1;0;4
newest;1;0;8
newfound;1;0;1
newly;1;0;10
news;0.64;9;16
newscasters;1;0;1
newt;1;0;1
nice;0.939844302901628;85;1328
nicely;0.769230769230769;3;10
nicer;0.818181818181818;2;9
nicest;0.9375;2;30
nick;1;0;61
nicked;0;1;0
nickel;0.5;3;3
nickels;0;2;0
nickle;0.5;1;1
nicks;1;0;3
niece;0.583333333333333;5;7
nieces;0;1;0
night;0.70945945945946;43;105
nightly;1;0;1
nightmare;0.4;12;8
nightmares;1;0;3
nights;1;0;11
ninja;1;0;1
nitpicking;1;0;1
noble;0;1;0
nod;1;0;1
noel;1;0;2
noggin;0;1;0
noise;0.5;5;5
noises;0.333333333333333;2;1
noisy;0.5;2;2
nominal;1;0;1
nonalcoholic;1;0;1
noncombatants;0;1;0
noncompetitive;1;0;1
nondairy;1;0;2
nonetheless;1;0;2
nonexistent;0.428571428571429;4;3
nonfiction;1;0;1
nonfunctional;0;2;0
noninvasive;1;0;1
nonissue;1;0;1
nonjudgmental;1;0;4
nonlegal;1;0;1
nonprofit;0.666666666666667;1;2
nonresidents;0;1;0
nonsense;0.8;2;8
nonstop;1;0;1
nontraditional;1;0;1
nonworking;0;1;0
noodle;1;0;1
noodles;0.5;4;4
nooks;1;0;1
noon;0.666666666666667;3;6
norm;1;0;5
normal;0.71830985915493;20;51
north;0.652173913043478;8;15
northeast;1;0;1
northern;1;0;2
northwest;0.5;1;1
nose;0.625;6;10
nostalgic;1;0;1
not;0;1;0
notaries;1;0;5
notarization;1;0;2
notarize;0.666666666666667;1;2
notarized;0.866666666666667;2;13
notarizing;1;0;1
notary;0.954022988505747;4;83
notch;0.985611510791367;2;137
note;0.439024390243902;23;18
notebooks;1;0;1
noted;0.666666666666667;3;6
notes;0.363636363636364;7;4
noteworthy;1;0;3
notice;0.739130434782609;18;51
noticeable;1;0;8
noticeably;1;0;3
noticed;0.688524590163934;19;42
notices;0.5;1;1
noticing;0.5;1;1
notification;0;5;0
notifications;0.75;1;3
notified;0.421052631578947;11;8
notifies;1;0;2
notify;0.230769230769231;10;3
notifying;0.2;4;1
notions;0.5;1;1
nova;1;0;2
novels;1;0;1
novice;1;0;1
nowadays;1;0;2
nozzle;0;1;0
nth;1;0;1
nuanced;1;0;1
nude;1;0;2
nudge;1;0;2
nugget;1;0;1
nuggets;1;0;1
nuisance;0;1;0
numb;0.666666666666667;1;2
numbed;1;0;2
number;0.595419847328244;53;78
numbered;1;0;1
numbers;0.692307692307692;4;9
numbing;1;0;7
numbness;1;0;2
numerous;0.595238095238095;17;25
nuptials;1;0;1
nurse;0.432203389830508;67;51
nursery;0;1;0
nurses;0.740740740740741;21;60
nursing;0.923076923076923;1;12
nurtured;1;0;3
nurturing;1;0;5
nut;0.8;1;4
nutrients;1;0;1
nutrition;1;0;13
nutritional;1;0;3
nutritionist;1;0;2
nutritious;1;0;1
nuts;1;0;6
nutshell;0;1;0
oak;0.893617021276596;5;42
oaks;0.818181818181818;2;9
oasis;1;0;14
obedience;1;0;11
obedient;1;0;6
obi;1;0;1
objectives;1;0;1
obligated;0;1;0
obligations;1;0;1
obliged;1;0;2
oblivion;1;0;1
oblivious;0;1;0
obnoxious;0.285714285714286;5;2
obscure;1;0;2
observant;1;0;1
observation;0.8;1;4
observations;1;0;2
observe;0.8;1;4
observed;0.75;1;3
observing;1;0;1
obsessed;1;0;10
obsidian;1;0;1
obsolete;1;0;2
obstacle;1;0;2
obstacles;0.8;1;4
obstruction;1;0;4
obstructionists;0;1;0
obtain;1;0;2
obtaining;0.5;2;2
obvious;0.482758620689655;15;14
occasion;0.8;4;16
occasional;1;0;5
occasionally;0.833333333333333;1;5
occasions;0.695652173913044;14;32
occupation;1;0;1
occupational;0.954545454545455;1;21
occupations;1;0;1
occupied;0.333333333333333;2;1
occupy;0;2;0
occur;0.888888888888889;1;8
occurred;0.333333333333333;6;3
occurring;1;0;1
occurs;1;0;1
ocean;1;0;5
ocular;1;0;1
odd;0.363636363636364;7;4
oddly;0;3;0
odds;1;0;1
odor;0.5;3;3
odorless;1;0;1
odors;0;2;0
offended;0;2;0
offense;0.714285714285714;2;5
offensive;0.5;1;1
offer;0.852173913043478;17;98
offered;0.833333333333333;15;75
offering;0.5;7;7
offerings;1;0;1
offers;0.916666666666667;4;44
office;0.774767801857585;291;1001
officer;0.909090909090909;1;10
officers;0;1;0
offices;0.897435897435897;4;35
official;0.8;1;4
officially;0.8;1;4
officials;0;1;0
offload;1;0;2
offloading;1;0;1
offs;0.5;1;1
offset;1;0;2
offtrack;1;0;1
oil;0.5;17;17
oiled;1;0;2
oilfield;1;0;1
oils;1;0;4
oily;0;2;0
ointment;0.5;1;1
okra;1;0;2
older;0.6;16;24
oldest;1;0;12
olive;1;0;2
olives;0;1;0
omnipresence;0.5;1;1
onboard;1;0;1
onetime;1;0;1
ongoing;0.727272727272727;3;8
onion;0.923076923076923;1;12
onions;0.5;1;1
online;0.641221374045802;47;84
onset;0;2;0
onsite;0.894736842105263;2;17
oops;1;0;1
open;0.578723404255319;99;136
opened;0.708333333333333;21;51
opener;1;0;2
openers;1;0;1
opening;0.666666666666667;13;26
openings;0;1;0
openly;1;0;1
opens;0;3;0
operas;0;1;0
operate;0.7;3;7
operated;0.7;3;7
operates;1;0;2
operating;0.933333333333333;1;14
operation;0.62962962962963;10;17
operational;0.5;1;1
operations;0.777777777777778;2;7
operator;0.666666666666667;1;2
ophthalmologist;0.666666666666667;1;2
opinion;0.714285714285714;22;55
opinions;1;0;6
opium;0;1;0
opportune;1;0;2
opportunities;0.857142857142857;2;12
opportunity;0.823529411764706;9;42
opposed;0.75;1;3
opposing;1;0;3
opposite;0.5;4;4
ops;0.75;1;3
opt;0;1;0
opted;1;0;7
optic;1;0;1
optical;0.909090909090909;1;10
optician;0.5;1;1
opticians;1;0;2
optics;1;0;1
optima;1;0;2
optimal;1;0;3
optimism;1;0;1
optimistic;1;0;3
optimize;1;0;1
optimizing;1;0;1
option;0.634920634920635;23;40
optional;1;0;2
options;0.934883720930233;14;201
optometrist;0.8;5;20
optometrists;1;0;4
optometry;1;0;2
oral;1;0;19
orange;0.5;2;2
oranges;0;1;0
orchestra;1;0;2
orchids;1;0;1
ordeal;0.571428571428571;3;4
order;0.506607929515418;112;115
ordered;0.580952380952381;44;61
ordering;0.703703703703704;8;19
orderly;1;0;3
orders;0.542857142857143;16;19
ordinance;0;1;0
ordinary;1;0;7
organic;1;0;2
organization;0.823529411764706;6;28
organizations;0.5;1;1
organize;0.5;3;3
organized;0.938271604938272;5;76
organizing;1;0;1
oriental;1;0;1
orientated;1;0;1
oriented;0.954545454545455;2;42
original;0.7;15;35
originally;0.545454545454545;10;12
originals;1;0;2
originator;0;1;0
orphan;0;1;0
orthodontic;1;0;8
orthodontics;1;0;5
orthodontist;1;0;9
orthodontists;1;0;1
orthopedic;1;0;1
orthopedics;1;0;1
orthopedist;1;0;1
ounce;0;2;0
outage;0.833333333333333;1;5
outages;0.4;3;2
outbreak;1;0;2
outbreaks;0;1;0
outcome;1;0;31
outcomes;1;0;6
outdated;1;0;1
outdoor;0.977272727272727;1;43
outdoors;0.666666666666667;1;2
outdoorsy;0;1;0
outfit;0.833333333333333;1;5
outfits;0.95;1;19
outfitting;1;0;1
outgoing;0.875;1;7
outing;1;0;3
outlawed;0;1;0
outlet;0.8;1;4
outlets;1;0;4
outline;1;0;2
outlines;0;1;0
outlining;1;0;1
outlook;1;0;2
outpatient;1;0;2
output;1;0;1
outrageous;0.2;8;2
outreaches;1;0;1
outright;0.5;1;1
outs;1;0;11
outsider;1;0;1
outsiders;0;1;0
outskirts;1;0;1
outsource;0;1;0
outstanding;0.988461538461538;3;257
outstandingly;1;0;1
outta;0.5;1;1
outweighs;1;0;1
oven;0.5;10;10
ovens;0;1;0
overage;0;1;0
overbearing;1;0;1
overbearingly;1;0;1
overbook;0;1;0
overbooked;0;2;0
overbooking;0;1;0
overcharge;0.25;3;1
overcharged;0.111111111111111;8;1
overcharges;0;1;0
overcharging;0;1;0
overcome;1;0;7
overcomes;1;0;1
overcooked;0;2;0
overdid;0;1;0
overdo;0;1;0
overdraft;0.5;1;1
overdue;0.6;2;3
overfill;1;0;1
overflow;1;0;3
overflowed;0.75;1;3
overflowing;1;0;1
overgrown;0.666666666666667;1;2
overhaul;0.5;1;1
overhear;1;0;2
overheard;0.5;1;1
overheated;1;0;1
overheating;1;0;3
overlook;1;0;1
overlooked;0.75;2;6
overlooks;1;0;1
overly;0.714285714285714;2;5
overnight;0.916666666666667;1;11
overnights;1;0;1
overpopulated;0;1;0
overprice;0;1;0
overpriced;0;16;0
overprotective;1;0;1
overrated;0;1;0
overreacting;1;0;1
oversaw;1;0;2
overseas;0;3;0
oversee;0;1;0
overseeing;1;0;4
oversees;1;0;1
oversell;1;0;2
overshadowed;1;0;1
overslept;0.333333333333333;2;1
overstate;1;0;1
overthrow;1;0;1
overtime;1;0;3
overweight;0;2;0
overwhelmed;0.666666666666667;1;2
overwhelming;1;0;2
overworked;0;1;0
overwrought;0;1;0
owe;0.4375;9;7
owed;0.3;7;3
owes;1;0;2
owing;1;0;1
owned;0.92;4;46
owner;0.802469135802469;64;260
owners;0.731481481481481;29;79
ownership;0.785714285714286;3;11
owning;0.75;1;3
owns;0.666666666666667;2;4
ox;0;1;0
oxford;1;0;1
oxide;1;0;1
oxtails;1;0;2
oxygen;0;2;0
p;0.8;1;4
pace;1;0;31
paced;1;0;2
pacific;0.333333333333333;2;1
pack;0.166666666666667;5;1
package;0.592592592592593;11;16
packaged;1;0;2
packages;0.470588235294118;9;8
packed;0.904761904761905;2;19
packet;1;0;1
packing;1;0;2
packs;1;0;4
pad;0.8;4;16
paddle;1;0;11
paddles;0;1;0
padre;0.666666666666667;1;2
padres;1;0;1
pads;1;0;5
pagan;0;1;0
page;0.611111111111111;7;11
pages;0;2;0
paid;0.307692307692308;108;48
pain;0.796703296703297;74;290
painful;0.863636363636364;3;19
painless;1;0;41
painlessly;1;0;1
pains;1;0;10
painstakingly;1;0;1
paint;0.62;19;31
paintball;1;0;1
painted;0.736842105263158;5;14
painter;1;0;4
painters;1;0;3
painting;0.833333333333333;3;15
paintings;1;0;4
paints;1;0;1
pair;0.529411764705882;16;18
paired;1;0;2
pairs;0.833333333333333;1;5
palate;1;0;2
palazzo;1;0;26
pales;1;0;1
pallet;0;1;0
pallets;0;2;0
palliative;1;0;2
palm;1;0;6
palsy;1;0;1
pamper;1;0;2
pampered;1;0;3
pampers;1;0;1
pamphlet;0;1;0
pan;1;0;3
panama;1;0;2
panda;0;1;0
pandemic;0.767441860465116;10;33
panel;0.866666666666667;2;13
panels;0.2;4;1
panes;1;0;1
panhandle;1;0;1
panic;0.714285714285714;2;5
panicked;0.5;1;1
pans;0;3;0
pant;1;0;1
pantry;1;0;6
pants;0.2;4;1
pap;0.666666666666667;1;2
paper;0.333333333333333;30;15
paperbacks;1;0;1
papered;0;1;0
papers;0.461538461538461;7;6
paperwork;0.676470588235294;22;46
parade;1;0;5
parades;1;0;2
paradise;1;0;10
paraffin;1;0;1
paragon;1;0;22
paragons;1;0;2
paralegal;1;0;4
parallel;0.5;1;1
paralyzed;1;0;1
paramedic;1;0;1
paramount;1;0;24
paranoid;0;1;0
paraphernalia;1;0;2
paraplegic;0;1;0
parcel;0;1;0
parent;0.891891891891892;4;33
parents;0.838383838383839;16;83
parish;1;0;1
park;0.649484536082474;34;63
parked;0.5;8;8
parking;0.548872180451128;60;73
parks;0.5;3;3
parkway;0;1;0
parlors;0;1;0
part;0.784;54;196
partial;0.714285714285714;2;5
partially;0.333333333333333;2;1
participant;1;0;1
participants;1;0;1
participate;1;0;9
participating;1;0;1
particular;0.9;3;27
particularly;0.705882352941176;5;12
parties;0.909090909090909;1;10
